0.0029,0.0,0.0,0.9927,1.0,0.0,0.0,0.0321,0.9855	0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0.0,0.0,0.9999,0.0,0.0,1.0,1.0,0.0,0.0	0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.8422,0.1878,0.0	1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.3067,0.0002,0.3089	0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0	1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.9999,0.0,0.0,0.0,0.0148,0.9806,0.0,0.0,0.9968	0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0.2303,0.9966,0.0,0.0,0.0,1.0,1.0,0.0,0.0	0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0002,0.0,0.9883	0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.01,0.9967,0.9999,0.0002,0.0	1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9877,0.0,0.0,0.0,0.0,1.0,0.9999,0.0,0.0	1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.7012,0.2839,0.0	1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0,0.9655,0.0474,0.1784,0.2251,0.0012	0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0556,0.9364,0.0753,0.3224,0.002	0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0	1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.0055,0.0,1.0,1.0,0.0,0.0,0.0,1.0	0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.8603,0.175,0.0	1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.9998,0.0,1.0,0.9964,0.0029,0.0	0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
