threshold	accuracy	precision	recall	f1-score
0.0	0.3333333333333333	0.33333331699346486	1.0	0.4999962316458644
0.01	0.7058823529411765	0.5454544834710814	0.7058823529411765	0.6153796581590325
0.02	0.7156862745098039	0.5581394699837825	0.7058823529411765	0.6233716512450221
0.03	0.7303921568627451	0.578313183335761	0.7058823529411765	0.6357565966791106
0.04	0.7254901960784313	0.5731706618084559	0.6911764705882353	0.6266616684837049
0.05	0.7303921568627451	0.5802468419448343	0.6911764705882353	0.6308674789814727
0.06	0.7352941176470589	0.5874999265625092	0.6911764705882353	0.6351301251302063
0.07	0.7450980392156863	0.6025640253123045	0.6911764705882353	0.6438305958350974
0.08	0.75	0.6103895311182427	0.6911764705882353	0.648270836661378
0.09	0.75	0.6103895311182427	0.6911764705882353	0.648270836661378
0.1	0.75	0.6103895311182427	0.6911764705882353	0.648270836661378
0.11	0.75	0.6103895311182427	0.6911764705882353	0.648270836661378
0.12	0.7549019607843137	0.6184209712603985	0.6911764705882353	0.6527727479161876
0.13	0.7549019607843137	0.6184209712603985	0.6911764705882353	0.6527727479161876
0.14	0.7598039215686274	0.6266665831111222	0.6911764705882353	0.6573376233935506
0.15	0.7696078431372549	0.6438355282417084	0.6911764705882353	0.6666616257101858
0.16	0.7696078431372549	0.6438355282417084	0.6911764705882353	0.6666616257101858
0.17	0.7696078431372549	0.6438355282417084	0.6911764705882353	0.6666616257101858
0.18	0.7745098039215687	0.6527776871142101	0.6911764705882353	0.6714235275882166
0.19	0.7745098039215687	0.6527776871142101	0.6911764705882353	0.6714235275882166
0.2	0.7745098039215687	0.6527776871142101	0.6911764705882353	0.6714235275882166
0.21	0.7745098039215687	0.6527776871142101	0.6911764705882353	0.6714235275882166
0.22	0.7745098039215687	0.6527776871142101	0.6911764705882353	0.6714235275882166
0.23	0.7745098039215687	0.6527776871142101	0.6911764705882353	0.6714235275882166
0.24	0.7745098039215687	0.6527776871142101	0.6911764705882353	0.6714235275882166
0.25	0.7794117647058824	0.6619717377504595	0.6911764705882353	0.6762539465200533
0.26	0.7794117647058824	0.6619717377504595	0.6911764705882353	0.6762539465200533
0.27	0.7745098039215687	0.6571427632653195	0.6764705882352942	0.6666616194451852
0.28	0.7745098039215687	0.6571427632653195	0.6764705882352942	0.6666616194451852
0.29	0.7794117647058824	0.6666665700483232	0.6764705882352942	0.6715277980019619
0.3	0.7794117647058824	0.6666665700483232	0.6764705882352942	0.6715277980019619
0.31	0.7843137254901961	0.6764704887543399	0.6764705882352942	0.6764655385317695
0.32	0.7843137254901961	0.6764704887543399	0.6764705882352942	0.6764655385317695
0.33	0.7843137254901961	0.6764704887543399	0.6764705882352942	0.6764655385317695
0.34	0.7843137254901961	0.6764704887543399	0.6764705882352942	0.6764655385317695
